codigo,dpto,mpio,mesas_total,mesas_escrutadas,censo,votantes,abstencion,nulos,no_marcados,blancos,validos,iván cepeda castro,abelardo de la espriella,,,
46480,46,480,3,3,980,552,428,8,4,11,540,365,164,0,11,0
46520,46,520,40,40,12056,8170,3886,76,11,116,8083,2291,5676,0,116,0
46540,46,540,39,39,12634,9152,3482,129,16,162,9007,2501,6344,0,162,0
46560,46,560,27,27,6567,4689,1878,20,6,37,4663,692,3934,0,37,0
46640,46,640,29,29,8906,5708,3198,39,17,55,5652,1535,4062,0,55,0
46680,46,680,86,86,28280,19629,8651,144,30,241,19455,4039,15175,0,241,0
46700,46,700,26,26,8570,5982,2588,46,12,71,5924,1115,4738,0,71,0
46760,46,760,5,5,1216,929,287,5,1,11,923,248,664,0,11,0
46800,46,800,10,10,2812,2088,724,21,2,24,2065,472,1569,0,24,0
46815,46,815,6,6,1926,1235,691,4,4,24,1227,754,449,0,24,0
46830,46,830,24,24,6647,4753,1894,29,5,59,4719,709,3951,0,59,0
46840,46,840,18,18,4612,3113,1499,14,10,40,3089,565,2484,0,40,0
46850,46,850,60,60,20292,15411,4881,208,16,251,15187,4043,10893,0,251,0
46865,46,865,34,34,9930,6712,3218,53,18,68,6641,1166,5407,0,68,0
46880,46,880,85,85,28649,20721,7928,419,25,354,20277,6873,13050,0,354,0
48001,48,001,471,471,156388,85539,70849,667,155,1084,84717,50857,32776,0,1084,0
48002,48,002,65,65,22201,12044,10157,103,34,70,11907,8913,2924,0,70,0
48004,48,004,82,82,27356,15626,11730,59,8,100,15559,10839,4620,0,100,0
48005,48,005,74,74,24486,11453,13033,62,13,112,11378,7534,3732,0,112,0
48006,48,006,27,27,9208,5240,3968,31,2,40,5207,2711,2456,0,40,0
48007,48,007,99,99,32395,18996,13399,92,8,190,18896,12851,5855,0,190,0
48008,48,008,36,36,11585,6149,5436,30,6,61,6113,3491,2561,0,61,0
48009,48,009,48,48,16408,8881,7527,28,14,60,8839,6436,2343,0,60,0
48010,48,010,401,401,141996,62729,79267,484,118,747,62127,35313,26067,0,747,0
48011,48,011,190,190,63985,24216,39769,367,153,178,23696,16175,7343,0,178,0
48012,48,012,16,16,5367,3085,2282,15,5,24,3065,1793,1248,0,24,0
48013,48,013,114,114,36558,22336,14222,141,19,219,22176,9228,12729,0,219,0
48016,48,016,385,385,131218,37678,93540,719,246,318,36713,22343,14052,0,318,0
48018,48,018,28,28,9383,6239,3144,16,4,65,6219,3756,2398,0,65,0
48020,48,020,59,59,20312,11955,8357,109,11,121,11835,6317,5397,0,121,0
50001,50,001,84,84,27879,11772,16107,71,30,162,11671,6846,4663,0,162,0
50070,50,070,18,18,5484,2518,2966,8,7,15,2503,2294,194,0,15,0
50073,50,073,1,1,265,51,214,0,0,0,51,35,16,0,0,0
50078,50,078,1,1,211,70,141,0,0,1,70,28,41,0,1,0
50083,50,083,1,1,238,90,148,0,0,1,90,57,32,0,1,0
50087,50,087,4,4,624,278,346,1,1,4,276,164,108,0,4,0
50090,50,090,5,5,1274,341,933,2,1,0,338,130,208,0,0,0
50092,50,092,3,3,925,264,661,0,0,2,264,136,126,0,2,0
52001,52,001,1182,1182,405049,277846,127203,2541,151,4141,275154,103654,167359,0,4141,0
52005,52,005,229,229,78857,60038,18819,1439,49,1034,58550,21726,35790,0,1034,0
52006,52,006,19,19,5885,3934,1951,86,6,54,3842,1563,2225,0,54,0
52008,52,008,20,20,6452,4572,1880,58,8,67,4506,1361,3078,0,67,0
52010,52,010,40,40,13442,10262,3180,242,3,170,10017,3835,6012,0,170,0
52015,52,015,17,17,5858,4121,1737,22,4,51,4095,948,3096,0,51,0
52020,52,020,63,63,19932,14321,5611,155,11,237,14155,4811,9107,0,237,0
52025,52,025,7,7,1484,956,528,9,1,19,946,142,785,0,19,0
52027,52,027,20,20,6339,3907,2432,46,3,77,3858,1894,1887,0,77,0
52028,52,028,13,13,3930,2813,1117,33,2,36,2778,668,2074,0,36,0
52030,52,030,31,31,10056,6501,3555,84,5,90,6412,2261,4061,0,90,0
52035,52,035,175,175,60539,39274,21265,569,46,631,38659,14418,23610,0,631,0
52040,52,040,40,40,13923,10624,3299,164,8,143,10452,3028,7281,0,143,0
52041,52,041,37,37,12044,9130,2914,151,35,279,8944,5999,2666,0,279,0
52042,52,042,28,28,9032,5709,3323,79,17,100,5613,1783,3730,0,100,0
52043,52,043,174,174,57552,35756,21796,881,66,547,34809,18419,15843,0,547,0
52044,52,044,28,28,9371,6237,3134,90,16,124,6131,3460,2547,0,124,0
52045,52,045,81,81,26354,17160,9194,257,28,220,16875,6175,10480,0,220,0
52046,52,046,22,22,6175,3079,3096,50,13,41,3016,1535,1440,0,41,0
52047,52,047,22,22,7459,4331,3128,67,11,61,4253,1904,2288,0,61,0
52048,52,048,24,24,7290,4330,2960,43,3,45,4284,1431,2808,0,45,0
52049,52,049,30,30,9737,5949,3788,106,14,98,5829,3035,2696,0,98,0
52050,52,050,53,53,18511,12721,5790,72,8,182,12641,3992,8467,0,182,0
52055,52,055,31,31,9898,6688,3210,106,7,86,6575,2439,4050,0,86,0
52058,52,058,21,21,6385,4028,2357,45,5,60,3978,1678,2240,0,60,0
52059,52,059,7,7,1358,934,424,12,1,16,921,174,731,0,16,0
52060,52,060,59,59,19060,12620,6440,181,14,179,12425,4093,8153,0,179,0
52074,52,074,23,23,7620,6070,1550,48,4,74,6018,5325,619,0,74,0
52080,52,080,47,47,14441,8927,5514,165,24,165,8738,3942,4631,0,165,0
54001,54,001,150,150,48325,29293,19032,567,93,774,28633,12566,15293,0,774,0
54003,54,003,23,23,7262,3798,3464,55,16,82,3727,2092,1553,0,82,0
54007,54,007,33,33,10051,5564,4487,97,13,115,5454,1836,3503,0,115,0
54012,54,012,15,15,3666,1377,2289,14,5,19,1358,1010,329,0,19,0
56001,56,001,142,142,48943,21142,27801,72,31,500,21039,11223,9316,0,500,0
56004,56,004,14,14,4847,1849,2998,5,1,47,1843,1088,708,0,47,0
60001,60,001,134,134,45224,23465,21759,158,52,339,23255,13321,9595,0,339,0
60007,60,007,17,17,5172,2851,2321,14,20,29,2817,2139,649,0,29,0
60010,60,010,3,3,760,300,460,6,0,3,294,260,31,0,3,0
60013,60,013,4,4,1132,666,466,1,0,1,665,624,40,0,1,0
60016,60,016,4,4,1348,472,876,1,4,4,467,411,52,0,4,0
60017,60,017,1,1,75,32,43,0,0,0,32,32,0,0,0,0
60019,60,019,3,3,560,167,393,0,0,1,167,163,3,0,1,0
60021,60,021,2,2,572,201,371,0,1,2,200,158,40,0,2,0
60022,60,022,5,5,1607,621,986,8,1,24,612,456,132,0,24,0
60030,60,030,1,1,289,129,160,1,0,0,128,108,20,0,0,0
60040,60,040,2,2,535,199,336,0,0,0,199,177,22,0,0,0
64001,64,001,134,134,43380,30413,12967,194,33,312,30186,22666,7208,0,312,0
64002,64,002,160,160,53588,34014,19574,478,68,570,33468,25950,6948,0,570,0
64004,64,004,50,50,15722,6642,9080,61,26,89,6555,4068,2398,0,89,0
64007,64,007,14,14,4734,3327,1407,19,1,24,3307,2339,944,0,24,0
64013,64,013,15,15,4843,3448,1395,20,6,46,3422,2380,996,0,46,0
64016,64,016,19,19,6715,4376,2339,18,10,40,4348,3432,876,0,40,0
64018,64,018,51,51,15922,9670,6252,91,20,119,9559,8355,1085,0,119,0
64019,64,019,33,33,11358,8327,3031,43,11,93,8273,6304,1876,0,93,0
64023,64,023,98,98,31867,21439,10428,160,26,187,21253,18378,2688,0,187,0
64025,64,025,44,44,12863,7509,5354,85,15,126,7409,5473,1810,0,126,0
64026,64,026,34,34,10806,7414,3392,130,27,158,7257,5785,1314,0,158,0
64028,64,028,93,93,30448,19389,11059,122,29,222,19238,16832,2184,0,222,0
64030,64,030,64,64,21204,13967,7237,150,38,210,13779,9996,3573,0,210,0
68001,68,001,64,64,19993,9491,10502,32,28,112,9431,7498,1821,0,112,0
68004,68,004,6,6,1743,769,974,3,1,5,765,653,107,0,5,0
68010,68,010,2,2,186,102,84,0,0,0,102,80,22,0,0,0
68013,68,013,6,6,1253,582,671,2,1,2,579,561,16,0,2,0
68017,68,017,6,6,1876,468,1408,1,2,3,465,341,121,0,3,0
68022,68,022,4,4,1059,386,673,3,1,2,382,348,32,0,2,0
72001,72,001,66,66,21237,9559,11678,89,36,136,9434,3734,5564,0,136,0
72002,72,002,12,12,3457,1949,1508,11,0,22,1938,443,1473,0,22,0
72006,72,006,93,93,25298,10928,14370,46,36,59,10846,9186,1601,0,59,0
72008,72,008,26,26,7363,4018,3345,7,8,44,4003,911,3048,0,44,0
88115,88,115,8,8,76,44,32,0,0,1,44,22,21,0,1,0
88120,88,120,54,54,20898,12165,8733,18,0,290,12147,7900,3957,0,290,0
88130,88,130,7,7,22,7,15,0,0,1,7,4,2,0,1,0
88135,88,135,7,7,34,21,13,0,0,0,21,12,9,0,0,0
88140,88,140,11,11,2934,1271,1663,2,0,10,1269,341,918,0,10,0
88155,88,155,56,56,21438,10479,10959,21,1,190,10457,5550,4717,0,190,0
88160,88,160,23,23,7084,3753,3331,5,2,23,3746,901,2822,0,23,0
88165,88,165,72,72,32121,20602,11519,26,0,460,20576,11552,8564,0,460,0
88170,88,170,11,11,2853,1656,1197,0,0,45,1656,1086,525,0,45,0
88190,88,190,16,16,5054,2707,2347,4,1,70,2702,1515,1117,0,70,0
88215,88,215,10,10,1818,647,1171,2,0,8,645,146,491,0,8,0
88220,88,220,52,52,9264,4239,5025,5,0,71,4234,2274,1889,0,71,0
88250,88,250,219,219,73237,44040,29197,37,5,1074,43998,15988,26936,0,1074,0
88275,88,275,7,7,428,262,166,0,0,7,262,124,131,0,7,0
88285,88,285,27,27,11848,5875,5973,8,1,67,5866,1321,4478,0,67,0
88290,88,290,8,8,916,609,307,2,0,7,607,474,126,0,7,0
88305,88,305,112,112,45253,18632,26621,74,4,297,18554,8720,9537,0,297,0
88315,88,315,28,28,1288,730,558,0,0,17,730,308,405,0,17,0
88325,88,325,9,9,1078,668,410,0,1,17,667,420,230,0,17,0
88330,88,330,111,111,43357,9893,33464,64,25,113,9804,3229,6462,0,113,0
88335,88,335,8,8,453,171,282,0,0,4,171,58,109,0,4,0
88340,88,340,9,9,848,456,392,0,0,11,456,105,340,0,11,0
88350,88,350,20,20,4530,2682,1848,1,0,43,2681,607,2031,0,43,0
88355,88,355,696,696,307996,134638,173358,307,24,1936,134307,66945,65426,0,1936,0
88360,88,360,987,987,454262,223373,230889,158,31,2201,223184,41142,179841,0,2201,0
88370,88,370,7,7,185,102,83,0,0,5,102,43,54,0,5,0
88375,88,375,7,7,554,289,265,0,0,12,289,174,103,0,12,0
88380,88,380,81,81,26881,14798,12083,24,2,425,14772,9158,5189,0,425,0
88410,88,410,10,10,2307,1327,980,2,1,27,1324,208,1089,0,27,0
88430,88,430,7,7,24,18,6,0,0,1,18,9,8,0,1,0
88435,88,435,22,22,6554,3153,3401,2,0,86,3151,1608,1457,0,86,0
88440,88,440,8,8,780,325,455,1,0,4,324,62,258,0,4,0
88445,88,445,7,7,390,246,144,1,0,14,245,147,84,0,14,0
88455,88,455,7,7,95,32,63,0,0,6,32,14,12,0,6,0
88460,88,460,7,7,101,37,64,0,0,1,37,14,22,0,1,0
88465,88,465,74,74,23331,12215,11116,12,3,267,12200,4956,6977,0,267,0
88470,88,470,8,8,921,614,307,1,0,18,613,321,274,0,18,0
88490,88,490,11,11,2311,982,1329,3,1,7,978,120,851,0,7,0
88495,88,495,47,47,19729,8709,11020,19,1,178,8689,4408,4103,0,178,0
88500,88,500,8,8,346,129,217,0,0,1,129,38,90,0,1,0
88505,88,505,11,11,1459,531,928,0,1,17,530,238,275,0,17,0
88515,88,515,7,7,123,74,49,0,0,4,74,39,31,0,4,0
88535,88,535,9,9,1450,136,1314,1,0,6,135,37,92,0,6,0
88560,88,560,7,7,163,98,65,0,0,3,98,29,66,0,3,0
88580,88,580,7,7,72,43,29,0,0,2,43,21,20,0,2,0
88590,88,590,80,80,22026,12966,9060,7,1,258,12958,4032,8668,0,258,0
88620,88,620,7,7,287,118,169,0,0,1,118,27,90,0,1,0
88625,88,625,10,10,2334,1327,1007,3,0,51,1324,676,597,0,51,0
88635,88,635,8,8,1184,559,625,2,0,18,557,340,199,0,18,0
88655,88,655,87,87,29196,11479,17717,8,3,147,11468,2603,8718,0,147,0
88665,88,665,8,8,805,364,441,0,0,0,364,74,290,0,0,0
88670,88,670,28,28,9154,3478,5676,7,0,54,3471,851,2566,0,54,0
88675,88,675,14,14,3567,1053,2514,3,0,14,1050,694,342,0,14,0
88680,88,680,18,18,5340,3136,2204,7,0,69,3129,1620,1440,0,69,0
88683,88,683,11,11,2341,1220,1121,3,1,15,1216,351,850,0,15,0
88685,88,685,13,13,4022,2143,1879,0,0,32,2143,421,1690,0,32,0
88688,88,688,7,7,338,200,138,0,0,11,200,53,136,0,11,0
88690,88,690,7,7,84,41,43,0,0,1,41,26,14,0,1,0
88700,88,700,8,8,821,180,641,1,0,0,179,147,32,0,0,0
88745,88,745,8,8,216,104,112,0,0,1,104,36,67,0,1,0
88755,88,755,27,27,3748,1564,2184,1,1,28,1562,992,542,0,28,0
88760,88,760,21,21,9072,4584,4488,4,2,82,4578,2257,2239,0,82,0
88765,88,765,7,7,188,116,72,1,0,2,115,57,56,0,2,0
88770,88,770,14,14,441,246,195,0,0,5,246,153,88,0,5,0
88785,88,785,9,9,318,165,153,1,0,3,164,47,114,0,3,0
88805,88,805,9,9,1531,787,744,2,0,11,785,384,390,0,11,0
88815,88,815,349,349,180782,24787,155995,52,32,110,24703,4911,19682,0,110,0
,,,122020,122017,41421973,26345364,15076609,220763,29499,426848,26095102,12708712,12959542,3,,
,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,,
